Address,Neighborhood,House Type,Price,Bath,Crime Index,Minutes to Loop,Miles to Lake,Age,Lot (sqft),SIZE (sqft),School Index
"6319 N Artesian Ave #1W, Chicago IL",West Rogers Park,Condo,47000,,3.65,21,1.81,.,.,.,27.3
"7061 N Kedzie Ave #1711, Chicago IL",West Rogers Park,Condo,135000,,1,23,2.68,.,.,.,40.8
"2940 W Fitch Ave, Chicago IL",West Rogers Park,Single-Family Home,305000,1,1.4,25,2.2,65,3920,1111,40.8
"2109 W Arthur Ave #35S, Chicago IL",West Rogers Park,Condo,150000,,5.78,20,1.17,.,.,.,33.3
"2917 W Greenleaf Ave, Chicago IL",West Rogers Park,Single-Family Home,331000,1,1.4,25,2.24,79,3920,1020,40.8
"6725 N Mozart St, Chicago IL",West Rogers Park,Single-Family Home,330000,2,2.07,23,2.28,59,3920,2327,22.2
"6023 N Fairfield Ave #7, Chicago IL",West Rogers Park,Condo,52000,,2.53,21,2.47,.,.,.,50.8
"6019 N Fairfield Ave #3N, Chicago IL",West Rogers Park,Condo,52000,,2.53,21,2.47,.,.,.,50.8
"2217 W Farwell Ave #T1, Chicago IL",West Rogers Park,Condo,150000,,1.1,22,1.2,.,.,.,23.8
"2511 W Ardmore Ave #1, Chicago IL",West Rogers Park,Condo,110000,,0.58,19,2.22,.,.,.,33.3
"2206 W Highland Ave #3, Chicago IL",West Rogers Park,Condo,216000,,5.7,20,1.39,.,.,.,33.3
"2225 W Highland Ave #3W, Chicago IL",West Rogers Park,Condo,54000,,5.7,20,1.41,.,.,.,33.3
"2601 W Coyle Ave, Chicago IL",West Rogers Park,Single-Family Home,412500,2,0.8,23,1.77,80,4356,2212,23.8
"6800 N California Ave, Chicago IL",West Rogers Park,Condo,194000,,1.8,23,2.18,41,.,.,40
"2554 W Rosemont Ave #3, Chicago IL",West Rogers Park,Condo,71000,,3.15,21,2.03,.,.,.,27.3
"2848 W Birchwood Ave, Chicago IL",West Rogers Park,Single-Family Home,350000,2,0.4,25,1.85,56,6098,1701,47.6
"7523 N Claremont Ave, Chicago IL",West Rogers Park,Condo,109000,,2.58,24,1.01,.,.,.,33.3
"6516 N Mozart St #2, Chicago IL",West Rogers Park,Condo,95000,,3.1,23,2.41,.,.,.,33.3
"6336 N Rockwell St #G, Chicago IL",West Rogers Park,Condo,32500,,2.65,21,2.08,.,.,.,47.6
"6106 N Albany Ave, Chicago IL",West Rogers Park,Multi-Family Home,189000,2,2.04,21,3.02,110,3049,1584,57.1
"2851 W Greenleaf Ave, Chicago IL",West Rogers Park,Single-Family Home,460000,2,1.6,24,2.12,59,6098,2386,40.8
"6311 N Albany Ave #1B, Chicago IL",West Rogers Park,Condo,28500,,1.54,22,2.91,.,.,.,38.9
"6245 N Francisco Ave, Chicago IL",West Rogers Park,Multi-Family Home,400000,3,2.03,22,2.61,39,3920,3578,47.6
"6753 N Artesian Ave, Chicago IL",West Rogers Park,Condo,56000,,1.3,22,1.59,.,.,.,23.8
"2627 W Estes Ave, Chicago IL",West Rogers Park,Condo,158000,,1.05,24,1.72,31,.,.,33.3
"6108 N Winchester Ave #1E, Chicago IL",West Rogers Park,Condo,76000,,4.33,18,1.09,50,.,.,33.3
"6548 N Troy St, Chicago IL",West Rogers Park,Single-Family Home,250000,2,1.34,24,2.91,56,3049,1566,33.3
"2922 W Jarvis Ave, Chicago IL",West Rogers Park,Single-Family Home,275000,1,0.4,25,2.04,54,3920,1372,47.6
"7008 N Rockwell St, Chicago IL",West Rogers Park,Multi-Family Home,300000,2,1,23,1.72,83,3920,2934,33.3
"6206 N Francisco Ave #3A, Chicago IL",West Rogers Park,Condo,45000,,2.03,22,2.65,.,.,.,33.3
"2607 W Rosemont Ave #C, Chicago IL",West Rogers Park,Condo,117000,,2.4,21,2.12,.,.,.,47.6
"5700 N Artesian Ave #1-S, Chicago IL",West Rogers Park,Condo,168000,,1.58,18,2.15,.,.,.,33.3
"2315 W Rosemont Ave #2, Chicago IL",West Rogers Park,Condo,68000,,4.65,20,1.63,.,.,.,33.3
"6422 N Hamilton Ave #2A, Chicago IL",West Rogers Park,Condo,43000,,5.78,20,1.27,.,.,.,33.3
"6420 N Hamilton Ave #3, Chicago IL",West Rogers Park,Condo,43000,,5.78,20,1.27,.,.,.,33.3
"7061 N Kedzie Ave #1216, Chicago IL",West Rogers Park,Condo,115000,,1,23,2.68,.,.,.,40.8
"5724 N Washtenaw Ave, Chicago IL",West Rogers Park,Multi-Family Home,227000,2,1.58,19,2.56,86,3920,1784,33.3
"7141 N Kedzie Ave #1403, Chicago IL",West Rogers Park,Condo,102000,,1,23,2.64,36,.,.,40.8
"6254 N Rockwell St #A, Chicago IL",West Rogers Park,Condo,135000,,2.65,20,2.13,.,.,.,27.3
"6602 N Damen Ave, Chicago IL",West Rogers Park,Townhome,169500,1,6.37,20,0.92,54,1742,1440,33.3
"2652 W Farwell Ave, Chicago IL",West Rogers Park,Single-Family Home,515000,3,0.8,23,1.89,81,6098,2759,40
"2921 W Farwell Ave, Chicago IL",West Rogers Park,Single-Family Home,500000,1,1.77,24,2.36,60,5227,1703,22.2
"5637 N Artesian Ave, Chicago IL",West Rogers Park,Multi-Family Home,188000,2,1.58,19,2.16,85,3485,2576,33.3
"6170-76 N Winchester Ave #2, Chicago IL",West Rogers Park,Multi-Family Home,90000,,4.83,18,1.05,80,.,.,33.3
"6522 N Talman Ave, Chicago IL",West Rogers Park,Single-Family Home,325000,2,2.35,23,2.07,85,3920,2171,66.7
"6168 N Ravenswood Ave, Chicago IL",West Rogers Park,Townhome,151000,2,3.03,17,0.83,.,871,1657,21.2
"6141 N Washtenaw Ave #1, Chicago IL",West Rogers Park,Multi-Family Home,102000,3,2.73,20,2.33,80,3920,5334,50.8
"6021 N Claremont Ave, Chicago IL",West Rogers Park,Multi-Family Home,313000,2,4.28,19,1.79,83,3920,2696,27.3
"6109 N Claremont Ave #3, Chicago IL",West Rogers Park,Condo,120000,,4.98,19,1.75,.,.,.,27.3
"2607 W Rosemont Ave #B, Chicago IL",West Rogers Park,Condo,118000,,2.4,21,2.12,.,.,.,47.6
"7141 N Kedzie Ave #811, Chicago IL",West Rogers Park,Condo,107500,,1,23,2.64,36,.,.,40.8
"5740 N Maplewood Ave, Chicago IL",West Rogers Park,Multi-Family Home,300000,2,1.58,19,2.3,84,3920,2838,33.3
"6933 N Kedzie Ave #804, Chicago IL",West Rogers Park,Condo,74000,,1,23,2.74,42,.,.,40.8
"7141 N Kedzie Ave #803, Chicago IL",West Rogers Park,Condo,75000,,1,23,2.64,36,.,.,40.8
"6414 N Fairfield Ave, Chicago IL",West Rogers Park,Multi-Family Home,147000,2,3.55,23,2.29,86,3920,2156,47.6
"6105 N Wolcott Ave #302, Chicago IL",West Rogers Park,Condo,145000,,3.33,18,0.97,.,.,.,33.3
"7547 N Maplewood Ave #C, Chicago IL",West Rogers Park,Townhome,170000,1,1.65,24,1.28,46,871,1280,8.3
"6833 N Kedzie Ave #505, Chicago IL",West Rogers Park,Condo,65000,,1.31,22,2.78,41,.,.,40.8
"6522 N Sacramento Ave, Chicago IL",West Rogers Park,Single-Family Home,300000,1,2.7,24,2.66,53,3920,1384,33.3
"6050 N Francisco Ave #1E, Chicago IL",West Rogers Park,Condo,160000,,1.83,21,2.73,.,.,.,33.3
"2115 W Farwell Ave #504, Chicago IL",West Rogers Park,Condo,26000,,4.15,21,1.06,.,.,.,16.7
"7141 N Kedzie Ave #112, Chicago IL",West Rogers Park,Condo,129000,,1,23,2.64,36,.,.,40.8
"6301 N Richmond St #1AA, Chicago IL",West Rogers Park,Condo,45000,,2.03,22,2.66,.,.,.,33.3
"2720 W Coyle Ave, Chicago IL",West Rogers Park,Single-Family Home,351500,1,1.8,24,1.96,84,4792,1912,40
"3003 W Jarvis Ave, Chicago IL",West Rogers Park,Single-Family Home,480000,1,0.4,26,2.18,66,3920,1711,47.6
"6201 N Albany Ave, Chicago IL",West Rogers Park,Single-Family Home,325000,1,2.04,22,2.97,54,4356,1802,38.9
"3039 W Howard St, Chicago IL",West Rogers Park,Single-Family Home,167000,1,0.4,25,2.11,53,3920,954,47.6
"2251 W Rosemont Ave #G, Chicago IL",West Rogers Park,Condo,40000,,4.95,20,1.53,.,.,.,33.3
"2435 W Lunt Ave, Chicago IL",West Rogers Park,Condo,114000,,0.6,23,1.45,31,.,.,23.8
"6453 N Winchester Ave, Chicago IL",West Rogers Park,Townhome,125000,1,4.37,20,0.88,54,3049,1297,33.3
"6121 N Mozart St, Chicago IL",West Rogers Park,Multi-Family Home,345000,3,2.57,21,2.59,79,3920,4785,33.3
"3129 W Chase Ave, Chicago IL",West Rogers Park,Single-Family Home,404500,1,0,25,2.43,55,4792,1749,40.8
"2601 W Lunt Ave, Chicago IL",West Rogers Park,Single-Family Home,373000,2,0.8,23,1.74,81,6970,1836,23.8
"2440 W Albion Ave, Chicago IL",West Rogers Park,Condo,108000,,3.8,21,1.7,.,.,.,23.8
"2223 W Greenleaf Ave, Chicago IL",West Rogers Park,Single-Family Home,217500,1,1.4,22,1.11,85,7841,1388,16.7
"6056 N Washtenaw Ave #1, Chicago IL",West Rogers Park,Condo,86500,,2.53,20,2.4,.,.,.,50.8
"6168 N Ravenswood Ave #B, Chicago IL",West Rogers Park,Townhome,266000,2,3.03,17,0.83,.,871,1657,21.2
"6933 N Kedzie Ave #1104, Chicago IL",West Rogers Park,Condo,70000,,1,23,2.74,42,.,.,40.8
"6448 N Talman Ave, Chicago IL",West Rogers Park,Single-Family Home,362000,2,2.35,22,2.11,82,3920,1465,47.6
"6342 N Artesian Ave #3A, Chicago IL",West Rogers Park,Condo,40000,,3.65,21,1.83,.,.,.,27.3
"7540 N Bell Ave #2B, Chicago IL",West Rogers Park,Condo,100000,,3.08,23,0.83,49,.,.,33.3
"6109 N Damen Ave #3D, Chicago IL",West Rogers Park,Condo,90000,,4.33,18,1.16,.,.,.,33.3
"2929 W Fargo Ave, Chicago IL",West Rogers Park,Single-Family Home,315000,1,0.4,25,2.02,53,3920,1646,47.6
"5860 N Lincoln Ave #200, Chicago IL",West Rogers Park,Multi-Family Home,225000,1,0.33,18,2.93,.,2614,3552,38.9
"6536 N Seeley Ave #2N, Chicago IL",West Rogers Park,Condo,110000,,5.58,20,1.05,.,.,.,33.3
"5842 N Whipple St, Chicago IL",West Rogers Park,Multi-Family Home,325000,2,0.33,19,3.09,80,3485,2170,38.9
"7538 N Rockwell St, Chicago IL",West Rogers Park,Single-Family Home,260000,2,1.65,24,1.42,56,4792,1315,8.3
"7224 N Claremont Ave #1E, Chicago IL",West Rogers Park,Condo,60000,,2.78,22,1.19,56,.,.,33.3
"6704 N Rockwell St, Chicago IL",West Rogers Park,Multi-Family Home,275000,2,1.97,23,1.89,82,3920,2742,66.7
"6436 N Troy St #2W, Chicago IL",West Rogers Park,Condo,95000,,1.34,23,2.97,.,.,.,38.9
"7061 N Kedzie Ave #916, Chicago IL",West Rogers Park,Condo,125000,,1,23,2.68,.,.,.,40.8
"7334 N Ridge Blvd #110, Chicago IL",West Rogers Park,Condo,59500,,5.87,21,0.78,.,.,.,33.3
"7334 N Ridge Blvd #35, Chicago IL",West Rogers Park,Condo,59500,,5.87,21,0.78,.,.,.,33.3
"3003 W Howard St, Chicago IL",West Rogers Park,Single-Family Home,124000,1,0.4,25,2.07,49,3049,1045,47.6
"3004 W Jerome St, Chicago IL",West Rogers Park,Single-Family Home,275000,1,0.4,26,2.09,52,3920,1371,47.6
"6136 N Seeley Ave #1E, Chicago IL",West Rogers Park,Condo,35000,,5.58,19,1.25,.,.,.,33.3
"2257 W Rosemont Ave #3, Chicago IL",West Rogers Park,Condo,85000,,4.95,20,1.53,.,.,.,33.3
"6350 N Hoyne Ave #407, Chicago IL",West Rogers Park,Condo,92500,,5.78,20,1.23,.,.,.,33.3
"7061 N Kedzie Ave #1402, Chicago IL",West Rogers Park,Condo,162000,,1,23,2.68,.,.,.,40.8
"2066 W Farwell Ave, Chicago IL",West Rogers Park,Single-Family Home,130000,,4.15,21,0.96,.,.,.,16.7
"2654 W Lunt Ave #2, Chicago IL",West Rogers Park,Condo,67500,,0.8,23,1.81,.,.,.,33.3
"7053 N Washtenaw Ave #2S, Chicago IL",West Rogers Park,Condo,90000,,0.8,24,1.84,53,.,.,33.3
"6342 N Artesian Ave #3B, Chicago IL",West Rogers Park,Condo,30000,,3.65,21,1.83,.,.,.,27.3
"2707 W Glenlake Ave #3, Chicago IL",West Rogers Park,Condo,63500,,2.73,21,2.39,.,.,.,50.8
"6207 N Fairfield Ave, Chicago IL",West Rogers Park,Multi-Family Home,244000,2,2.4,22,2.37,83,3920,2556,50.8
"2916 W Fitch Ave, Chicago IL",West Rogers Park,Single-Family Home,312500,1,1.4,25,2.17,81,3920,1102,40.8
"2427 W Fitch Ave #2, Chicago IL",West Rogers Park,Condo,64500,,1.85,24,1.38,.,.,.,33.3
"2142 W Rosemont Ave, Chicago IL",West Rogers Park,Condo,78000,,5.78,21,1.36,.,.,.,33.3
"6450 N Bell Ave #2, Chicago IL",West Rogers Park,Condo,175000,,4.9,20,1.43,.,.,.,33.3
"2133 W Morse Ave, Chicago IL",West Rogers Park,Multi-Family Home,320000,2,3.45,22,1.05,93,3049,2558,16.7
"2115 W Farwell Ave #301, Chicago IL",West Rogers Park,Condo,42500,,4.15,21,1.06,.,.,.,16.7
"2115 W Farwell Ave #11, Chicago IL",West Rogers Park,Condo,42500,,4.15,21,1.06,.,.,.,16.7
"2501 W Touhy Ave #103, Chicago IL",West Rogers Park,Condo,65000,,2.05,22,1.51,.,.,.,33.3
"6210 N Mozart St, Chicago IL",West Rogers Park,Multi-Family Home,260500,3,2.23,21,2.57,85,5227,3612,33.3
"2501 W Touhy Ave #107, Chicago IL",West Rogers Park,Condo,39000,,2.05,22,1.51,.,.,.,33.3
"6823 N Seeley Ave #3E, Chicago IL",West Rogers Park,Condo,35000,,4.45,21,0.89,.,.,.,16.7
"6436 N Troy St #4E, Chicago IL",West Rogers Park,Condo,112000,,1.34,23,2.97,.,.,.,38.9
"2556 W Rosemont Ave #GW, Chicago IL",West Rogers Park,Condo,45000,,3.15,21,2.04,.,.,.,27.3
"7061 N Kedzie Ave #304, Chicago IL",West Rogers Park,Condo,140000,,1,23,2.68,.,.,.,40.8
"6226 N Mozart St #3S, Chicago IL",West Rogers Park,Condo,108000,,2.23,21,2.56,.,.,.,47.6
"2654 W Fitch Ave #GE, Chicago IL",West Rogers Park,Condo,55000,,1.05,24,1.72,.,.,.,33.3
"6559 N Seeley Ave, Chicago IL",West Rogers Park,Single-Family Home,43500,1,.,20,1.02,96,4792,1112,33.3
"5749 N Artesian Ave, Chicago IL",West Rogers Park,Multi-Family Home,420000,2,1.58,18,2.11,85,3920,2512,33.3
"6040 N Troy St #306, Chicago IL",West Rogers Park,Condo,85000,,1.54,21,3.15,.,.,.,57.1
"2060 W Farwell Ave #3, Chicago IL",West Rogers Park,Condo,275000,,4.15,21,0.95,.,.,.,16.7
"6431 N Bell Ave #GS, Chicago IL",West Rogers Park,Condo,115000,,4.9,20,1.41,.,.,.,33.3
"2526 W Birchwood Ave #B, Chicago IL",West Rogers Park,Townhome,185000,1,1.65,24,1.32,48,1307,1280,8.3
"2417 W Morse Ave, Chicago IL",West Rogers Park,Single-Family Home,377000,1,0.6,23,1.48,84,3049,942,23.8
"2920 W Chase Ave, Chicago IL",West Rogers Park,Single-Family Home,210000,1,0.4,25,2.09,83,3920,1044,47.6
"2115 W Farwell Ave #511, Chicago IL",West Rogers Park,Condo,47500,,4.15,21,1.06,.,.,.,16.7
"6903 N Bell Ave #2E, Chicago IL",West Rogers Park,Condo,43000,,1.4,21,1.15,.,.,.,16.7
"2259 W Rosemont Ave #G, Chicago IL",West Rogers Park,Condo,70000,,4.95,20,1.54,.,.,.,33.3
"2254 W Arthur Ave #2, Chicago IL",West Rogers Park,Condo,65000,,4.9,21,1.42,.,.,.,33.3
"2025 W Granville Ave, Chicago IL",West Rogers Park,Condo,63000,,5.33,18,1.17,48,.,.,33.3
"6040 N Troy St #305, Chicago IL",West Rogers Park,Condo,170000,,1.54,21,3.15,.,.,.,57.1
"2749 W Arthur Ave #27491, Chicago IL",West Rogers Park,Condo,80000,,3.3,22,2.27,.,.,.,47.6
"6456 N Mozart St, Chicago IL",West Rogers Park,Condo,45000,,3.1,22,2.45,.,.,.,47.6
"2516 W Touhy Ave, Chicago IL",West Rogers Park,Condo,99000,,2.05,22,1.48,.,.,.,33.3
"6428 N Francisco Ave #2B, Chicago IL",West Rogers Park,Condo,130000,,2.9,23,2.54,.,.,.,33.3
"6257 N Mozart St #1, Chicago IL",West Rogers Park,Condo,56000,,2.23,21,2.52,.,.,.,47.6
"6312 N Richmond St #3, Chicago IL",West Rogers Park,Condo,80000,,2.03,22,2.68,.,.,.,38.9
"5912 N Rockwell St, Chicago IL",West Rogers Park,Single-Family Home,265000,1,2.08,20,2.3,81,3920,1320,50.8
"5650 N Maplewood Ave, Chicago IL",West Rogers Park,Multi-Family Home,254500,2,1.58,19,2.35,85,3920,2474,33.3
"7440 N Artesian Ave, Chicago IL",West Rogers Park,Multi-Family Home,235000,2,1.25,24,1.22,43,3920,2644,8.3
"6124 N Seeley Ave #3W, Chicago IL",West Rogers Park,Condo,65500,,5.58,19,1.25,.,.,.,33.3
"6933 N Kedzie Ave #617, Chicago IL",West Rogers Park,Condo,109000,,1,23,2.74,42,.,.,40.8
"6023 N Fairfield Ave #2, Chicago IL",West Rogers Park,Condo,45000,,2.53,21,2.47,.,.,.,50.8
"6023 N Fairfield Ave #11, Chicago IL",West Rogers Park,Condo,45000,,2.53,21,2.47,.,.,.,50.8
"6023 N Fairfield Ave #3, Chicago IL",West Rogers Park,Condo,45000,,2.53,21,2.47,.,.,.,50.8
"6023 N Fairfield Ave #13, Chicago IL",West Rogers Park,Condo,45000,,2.53,21,2.47,.,.,.,50.8
"6228 N Talman Ave, Chicago IL",West Rogers Park,Multi-Family Home,312000,3,2.4,22,2.22,80,3920,4680,47.6
"2926 W Lunt Ave, Chicago IL",West Rogers Park,Single-Family Home,419000,2,1.4,24,2.27,66,3920,2175,40.8
"2820 W Morse Ave, Chicago IL",West Rogers Park,Single-Family Home,375000,2,1.6,23,2.16,48,5227,2658,22.2
"2511 W Farwell Ave, Chicago IL",West Rogers Park,Single-Family Home,310000,1,1.2,23,1.67,83,3485,1563,23.8
"7242 N Oakley Ave, Chicago IL",West Rogers Park,Single-Family Home,200000,1,2.78,23,1.08,101,6534,840,33.3
"7334 N Ridge Blvd #102, Chicago IL",West Rogers Park,Condo,34500,,5.87,21,0.78,.,.,.,33.3
"2643 W Fitch Ave #3, Chicago IL",West Rogers Park,Condo,117000,,1.05,24,1.72,.,.,.,33.3
"2254 W Arthur Ave #3, Chicago IL",West Rogers Park,Condo,53000,,4.9,21,1.42,.,.,.,33.3
"7334 N Ridge Blvd #37, Chicago IL",West Rogers Park,Condo,34500,,5.87,21,0.78,.,.,.,33.3
"2830 W Greenleaf Ave, Chicago IL",West Rogers Park,Single-Family Home,333000,1,1.6,24,2.08,78,3920,1594,40.8
"6418 N Troy St, Chicago IL",West Rogers Park,Townhome,165000,1,1.34,23,2.97,55,2178,1116,38.9
"2324 W Lunt Ave, Chicago IL",West Rogers Park,Single-Family Home,315000,2,0.6,22,1.28,85,5663,1876,16.7
"6933 N Kedzie Ave #201, Chicago IL",West Rogers Park,Condo,105000,,1,23,2.74,42,.,.,40.8
"3049 W North Shore Ave, Chicago IL",West Rogers Park,Single-Family Home,500000,2,2.7,24,2.6,.,4792,2628,22.2
"6833 N Kedzie Ave #201, Chicago IL",West Rogers Park,Condo,150000,,1.31,22,2.78,41,.,.,40.8
"2501 W Touhy Ave #102, Chicago IL",West Rogers Park,Condo,74000,,2.05,22,1.51,.,.,.,33.3
"6022 N Washtenaw Ave, Chicago IL",West Rogers Park,Multi-Family Home,305000,3,2.53,20,2.41,82,3920,4623,50.8
"6613 N Whipple St, Chicago IL",West Rogers Park,Single-Family Home,428000,1,2.7,24,2.68,81,3920,1831,33.3
"6709 N Maplewood Ave, Chicago IL",West Rogers Park,Condo,185000,,1.97,22,1.78,.,.,.,23.8
"2815 W Fitch Ave, Chicago IL",West Rogers Park,Single-Family Home,327000,1,1.6,25,2.01,82,3920,1020,33.3
"7061 N Kedzie Ave, Chicago IL",West Rogers Park,Condo,170000,,1,23,2.68,.,.,.,40.8
"5645 N Sacramento Ave, Chicago IL",West Rogers Park,Single-Family Home,300000,1,0.33,19,3.08,83,3920,1168,40
"7061 N Kedzie Ave #1011, Chicago IL",West Rogers Park,Condo,125000,,1,23,2.68,.,.,.,40.8
"6548 N Fairfield Ave, Chicago IL",West Rogers Park,Single-Family Home,393500,1,3.55,23,2.23,87,3920,1176,66.7
"2917 W Birchwood Ave, Chicago IL",West Rogers Park,Single-Family Home,285000,1,0.4,25,1.98,57,3920,1868,47.6
"7233 N Bell Ave, Chicago IL",West Rogers Park,Multi-Family Home,255000,2,4.28,22,0.97,84,3920,3030,33.3
"2851 W Jarvis Ave, Chicago IL",West Rogers Park,Single-Family Home,300000,1,0.4,25,1.92,60,3920,1511,47.6
"6534 N Troy St, Chicago IL",West Rogers Park,Single-Family Home,270000,1,1.34,23,2.92,56,3049,1152,38.9
"6225 N Richmond St #1W, Chicago IL",West Rogers Park,Condo,105000,,2.03,22,2.7,.,.,.,38.9
"2815 W Jarvis Ave, Chicago IL",West Rogers Park,Single-Family Home,320000,1,0.4,25,1.87,59,3920,1481,47.6
"7312 N Hamilton Ave #1W, Chicago IL",West Rogers Park,Condo,123500,,5.53,23,0.87,84,.,.,33.3
"5755 N Rockwell St #59, Chicago IL",West Rogers Park,Condo,145000,,1.58,19,2.36,.,.,.,33.3
"6126 N Wolcott Ave, Chicago IL",West Rogers Park,Single-Family Home,323000,1,3.33,18,0.98,83,4356,967,33.3
"6436 N Hamilton Ave, Chicago IL",West Rogers Park,Condo,38000,,5.78,20,1.27,81,.,.,33.3
"6111 N Claremont Ave #1A, Chicago IL",West Rogers Park,Condo,42000,,4.98,19,1.75,.,.,.,27.3
"2217 W Farwell Ave #2B, Chicago IL",West Rogers Park,Condo,172000,,1.1,22,1.2,.,.,.,23.8
"2712 W Greenleaf Ave #C, Chicago IL",West Rogers Park,Condo,315000,,1.8,24,1.89,.,.,.,33.3
"2957 W Lunt Ave, Chicago IL",West Rogers Park,Single-Family Home,360000,1,1.4,24,2.32,59,3920,1634,40.8
"6550 N Talman Ave, Chicago IL",West Rogers Park,Single-Family Home,214000,1,2.35,23,2.06,83,3920,1942,66.7
"6254 N Rockwell St #C, Chicago IL",West Rogers Park,Condo,134000,,2.65,20,2.13,.,.,.,27.3
"2525 W Fitch Ave #3N, Chicago IL",West Rogers Park,Condo,74000,,2.25,24,1.51,.,.,.,33.3
"6110 N Damen Ave #2, Chicago IL",West Rogers Park,Condo,82000,,4.33,18,1.19,.,.,.,33.3
"6559 N Kedzie Ave, Chicago IL",West Rogers Park,Townhome,215000,1,1.45,22,2.97,54,2614,1120,38.9
"5715 N Mozart St, Chicago IL",West Rogers Park,Single-Family Home,300000,1,1.92,19,2.8,54,6534,1487,40
"6453 N Washtenaw Ave, Chicago IL",West Rogers Park,Multi-Family Home,276000,2,2.55,22,2.17,85,3920,3056,47.6
"2065 W Farwell Ave #3N, Chicago IL",West Rogers Park,Condo,180000,,4.15,21,0.96,.,.,.,16.7
"6340 N Claremont Ave, Chicago IL",West Rogers Park,Multi-Family Home,310000,3,4.65,20,1.66,84,3920,3687,27.3
"6014 N Wolcott Ave #3, Chicago IL",West Rogers Park,Condo,225000,,2.58,17,1.03,.,.,.,33.3
"7141 N Kedzie Ave #1014, Chicago IL",West Rogers Park,Condo,52000,,1,23,2.64,36,.,.,40.8
"7141 N Kedzie Ave #1207, Chicago IL",West Rogers Park,Condo,91000,,1,23,2.64,36,.,.,40.8
"6040 N Troy St, Chicago IL",West Rogers Park,Condo,90000,,1.54,21,3.15,.,.,.,57.1
"2943 W Birchwood Ave, Chicago IL",West Rogers Park,Single-Family Home,239000,2,0.4,26,2.01,57,6098,2623,47.6
"7510 N Bell Ave, Chicago IL",West Rogers Park,Townhome,157000,1,3.08,23,0.84,50,1742,1152,33.3
"2304 W Farwell Ave #G, Chicago IL",West Rogers Park,Condo,139000,,0.8,22,1.33,.,.,.,23.8
"6420 N Hamilton Ave #1, Chicago IL",West Rogers Park,Condo,44991,,5.78,20,1.27,.,.,.,33.3
"6422 N Hamilton Ave #1A, Chicago IL",West Rogers Park,Condo,44991,,5.78,20,1.27,.,.,.,33.3
"7033 N Kedzie Ave #601, Chicago IL",West Rogers Park,Condo,140000,,1,23,2.69,41,.,.,40.8
"1958 W Norwood St #3B, Chicago IL",West Rogers Park,Condo,122000,,3.83,18,1.12,.,.,.,33.3
"6031 N Fairfield Ave, Chicago IL",West Rogers Park,Single-Family Home,245000,1,2.53,21,2.47,86,3920,1390,50.8
"2309 W Birchwood Ave, Chicago IL",West Rogers Park,Townhome,190000,1,1.58,24,0.98,54,1742,1092,33.3
"7334 N Ridge Blvd #202, Chicago IL",West Rogers Park,Condo,33000,,5.87,21,0.78,.,.,.,33.3
"7334 N Ridge Blvd #26, Chicago IL",West Rogers Park,Condo,33000,,5.87,21,0.78,.,.,.,33.3
"7400 N Talman Ave, Chicago IL",West Rogers Park,Single-Family Home,312500,2,0.65,24,1.59,53,3920,1388,8.3
"2712 W Farwell Ave, Chicago IL",West Rogers Park,Single-Family Home,475000,1,2,23,2,70,4792,1968,40
"2609 W Greenleaf Ave #2, Chicago IL",West Rogers Park,Condo,80000,,0.8,24,1.73,.,.,.,33.3
"6833 N Kedzie Ave #713, Chicago IL",West Rogers Park,Condo,150000,,1.31,22,2.78,41,.,.,40.8
"7400 N Washtenaw Ave, Chicago IL",West Rogers Park,Condo,405000,,0.65,24,1.67,.,.,.,8.3
"6146 N Washtenaw Ave #1, Chicago IL",West Rogers Park,Condo,243500,,2.73,20,2.35,.,.,.,50.8
"2851 W Arthur Ave, Chicago IL",West Rogers Park,Townhome,165000,1,3.1,23,2.45,54,1307,1178,33.3
"5853 N Artesian Ave, Chicago IL",West Rogers Park,Multi-Family Home,360000,,0.58,19,2.05,82,.,.,33.3
"6441 N Bell Ave #1N, Chicago IL",West Rogers Park,Condo,86500,,4.9,20,1.41,87,.,.,33.3
"2755 W Fitch Ave, Chicago IL",West Rogers Park,Single-Family Home,320000,1,1.8,24,1.9,53,4356,1602,33.3
"6910 N Oakley Ave, Chicago IL",West Rogers Park,Condo,185000,,0.4,23,1.31,.,.,.,23.8
"3111 W Jerome St, Chicago IL",West Rogers Park,Single-Family Home,250000,1,0,25,2.27,54,3920,1680,47.6
"6829 N Seeley Ave #3I, Chicago IL",West Rogers Park,Condo,40000,,4.45,21,0.89,.,.,.,16.7
"6831 N Seeley Ave #2J, Chicago IL",West Rogers Park,Condo,32500,,4.45,21,0.89,.,.,.,16.7
"5734 N Maplewood Ave, Chicago IL",West Rogers Park,Multi-Family Home,335000,2,1.58,19,2.31,83,3920,2614,33.3
"2654 W Lunt Ave #G, Chicago IL",West Rogers Park,Condo,43000,,0.8,23,1.81,.,.,.,33.3
"2609 W Greenleaf Ave #1, Chicago IL",West Rogers Park,Condo,60000,,0.8,24,1.73,.,.,.,33.3
"2217 W Farwell Ave #4A, Chicago IL",West Rogers Park,Condo,172000,,1.1,22,1.2,.,.,.,23.8
"6042 N Campbell Ave, Chicago IL",West Rogers Park,Single-Family Home,305000,1,2.78,19,2.06,55,3920,1280,27.3
"2253 W Rosemont Ave #3, Chicago IL",West Rogers Park,Condo,49000,,4.95,20,1.53,.,.,.,33.3
